Launched application with io.github.massif01.qwen3.int4speedbench bundle identifier.
Waiting for the application to terminate…
SPEED_V2_JSON={"architecture":"h16p","artifactManifestSHA256":"18c22f4f35ae54421a58593af2858979c13b0cf6f5a15d18c044469007fa86ae","benchmarkCommit":"29271b8d9ca9a2d36d6752debc0ac37416aa8c59","blockID":"B03","buildConfiguration":"release","bundleIdentifier":"io.github.massif01.qwen3.int4speedbench","contextLength":4096,"deviceModel":"iPhone16,1","environmentHardGates":["applicationState=active","lowPowerMode=false","preMeasurementThermalState=continuous-nominal-120s"],"environmentRecordOnlyFields":["batteryLevel","batteryState","externalPower","screenBrightnessPercent"],"event":"capture_begin","modelMainSHA256":"ad953b6bc902accc1f1200a8870012c5dec6b488f0f4ec0f10a9916b16cb56ef","modelRepository":"massif\/Qwen3-1.7B-CoreAI-GPU-INT4-4K-h16p","modelRevision":"c32b6342c98e5e23363f692e614bccca37f24234","modelSourceHash":"c0e3a7463b722ae6740de3cfdfa835b06451436567663bdd79f2c8e996794cd6","operatingSystem":"Version 27.0 (Build 24A5424a)","patchedRuntimeSourceSHA256":"11cf90c72b4b4b6695c6fdbc63e58dc7d41633a7bba9ffa5273852cc079cf0e0","physicalBlock":5,"profileDescription":"compression=INT4-block32 kv=FP16-growing target=GPU","profileReplicate":3,"protocol":"public-artifact-speed-confirmation-v2","protocolCommit":"14e4067a960cbac5a06b372b502355074304d0d4","runID":"speed-v2-20260831-j","runtimeCommit":"85e2f2d8c6433825e64219a32693ed1a4aed519f","runtimePatchSHA256":"5f7730605866a91c92ece798f03953f88249e61eeaed8660e05c4a1022809485","schemaVersion":2,"sequence":1,"templateControl":"enable_thinking=false;fallback=disabled","timestamp":"2026-08-31T14:53:15.309Z","variant":"INT4_GPU","workloadOrder":"forward","xcodeBuild":"27A5252f"}
SPEED_V2_JSON={"artifactManifestSHA256":"18c22f4f35ae54421a58593af2858979c13b0cf6f5a15d18c044469007fa86ae","compiledAsset":"qwen3_1_7b_dynamic_int4_4k-h16p-gpu.aimodelc","event":"artifact_validation","mainBytes":2915,"mainSHA256":"ad953b6bc902accc1f1200a8870012c5dec6b488f0f4ec0f10a9916b16cb56ef","payloadDigestVerification":"host-sealed-not-repeated-on-device","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":2,"sourceHash":"c0e3a7463b722ae6740de3cfdfa835b06451436567663bdd79f2c8e996794cd6","status":"passed","timestamp":"2026-08-31T14:53:15.327Z","variant":"INT4_GPU"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":13,"timestamp":"2026-08-31T14:53:24.469Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":14,"timestamp":"2026-08-31T14:53:25.473Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":15,"timestamp":"2026-08-31T14:53:26.489Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":16,"timestamp":"2026-08-31T14:53:27.506Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":17,"timestamp":"2026-08-31T14:53:28.563Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":18,"timestamp":"2026-08-31T14:53:29.611Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":19,"timestamp":"2026-08-31T14:53:30.628Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":20,"timestamp":"2026-08-31T14:53:31.645Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":21,"timestamp":"2026-08-31T14:53:32.661Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":22,"timestamp":"2026-08-31T14:53:33.678Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":23,"timestamp":"2026-08-31T14:53:34.694Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":24,"timestamp":"2026-08-31T14:53:35.712Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":25,"timestamp":"2026-08-31T14:53:36.729Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":26,"timestamp":"2026-08-31T14:53:37.739Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":27,"timestamp":"2026-08-31T14:53:38.757Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":28,"timestamp":"2026-08-31T14:53:39.759Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":29,"timestamp":"2026-08-31T14:53:40.762Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":30,"timestamp":"2026-08-31T14:53:41.766Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":31,"timestamp":"2026-08-31T14:53:42.824Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":32,"timestamp":"2026-08-31T14:53:43.836Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":33,"timestamp":"2026-08-31T14:53:44.851Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":34,"timestamp":"2026-08-31T14:53:45.867Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":35,"timestamp":"2026-08-31T14:53:46.883Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":36,"timestamp":"2026-08-31T14:53:47.900Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":37,"timestamp":"2026-08-31T14:53:48.917Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":38,"timestamp":"2026-08-31T14:53:49.933Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":39,"timestamp":"2026-08-31T14:53:50.949Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":40,"timestamp":"2026-08-31T14:53:51.966Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":41,"timestamp":"2026-08-31T14:53:53.001Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":42,"timestamp":"2026-08-31T14:53:54.004Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":43,"timestamp":"2026-08-31T14:53:55.008Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":44,"timestamp":"2026-08-31T14:53:56.011Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":45,"timestamp":"2026-08-31T14:53:57.012Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":46,"timestamp":"2026-08-31T14:53:58.016Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":47,"timestamp":"2026-08-31T14:53:59.029Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":48,"timestamp":"2026-08-31T14:54:00.045Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":49,"timestamp":"2026-08-31T14:54:01.102Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":50,"timestamp":"2026-08-31T14:54:02.128Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":51,"timestamp":"2026-08-31T14:54:03.190Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":52,"timestamp":"2026-08-31T14:54:04.237Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":53,"timestamp":"2026-08-31T14:54:05.240Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":54,"timestamp":"2026-08-31T14:54:06.254Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":55,"timestamp":"2026-08-31T14:54:07.270Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":56,"timestamp":"2026-08-31T14:54:08.285Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":57,"timestamp":"2026-08-31T14:54:09.302Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":58,"timestamp":"2026-08-31T14:54:10.318Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":59,"timestamp":"2026-08-31T14:54:11.336Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":60,"timestamp":"2026-08-31T14:54:12.353Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":61,"timestamp":"2026-08-31T14:54:13.369Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":62,"timestamp":"2026-08-31T14:54:14.386Z"}
SPEED_V2_JSON={"continuousNominalSeconds":0,"environment":{"applicationState":"active","batteryLevel":1,"batteryState":"charging","externalPower":true,"lowPowerMode":false,"screenBrightnessPercent":49.32025671005249,"thermalState":"serious"},"event":"thermal_wait_progress","phase":"before_load","runID":"speed-v2-20260831-j","schemaVersion":2,"sequence":63,"timestamp":"2026-08-31T14:54:15.404Z"}
